title,url,section
"“트럼프, 젤렌스키와 회담 잘 되면 22일까지 푸틴과 3자회담”",https://n.news.naver.com/mnews/article/021/0002729831,세계
"'후쿠시마 원전 2051년 폐로 불가능' 지적에도…日, 목표 고집 이유는?",https://n.news.naver.com/mnews/article/003/0013427862,세계
"젤렌스키 방미…""신뢰할 방식으로 전쟁 끝내야""",https://n.news.naver.com/mnews/article/422/0000771688,세계
"이스라엘, 가자시티 주민 강제 이주 강행…“계획된 전략의 한 축”",https://n.news.naver.com/mnews/article/028/0002761656,세계
"트럼프, 18일 우크라·유럽과 연쇄회담...러 평화협상안 설득",https://n.news.naver.com/mnews/article/052/0002234044,세계
Workers aged 50 and over outnumber 20s at major firms,https://n.news.naver.com/mnews/hotissue/article/044/0000273555?type=series&cid=1088065,세계
Children choose life satisfaction for best birthplace,https://n.news.naver.com/mnews/hotissue/article/044/0000273451?type=series&cid=1088065,세계
Russia overtakes Germany in beer output,https://n.news.naver.com/mnews/hotissue/article/044/0000273394?type=series&cid=1088065,세계
Koreans subscribe to over 2 OTT platforms on average; Netflix leads,https://n.news.naver.com/mnews/hotissue/article/044/0000273346?type=series&cid=1088065,세계
"""돈바스 넘기면 안전보장"" 푸틴 제안 들고 젤렌스키 설득 나선 트럼프",https://n.news.naver.com/mnews/article/469/0000882141,세계
日 엔화 스테이블코인 첫 승인…李 공약 ‘원화 코인’은 언제?,https://n.news.naver.com/mnews/article/081/0003566771,세계
"미국, 이민자 구금 시설 두 배로…단속 요원도 1만명 모집",https://n.news.naver.com/mnews/article/028/0002761715,세계
비만치료제 시장 급성장…'마운자로' vs '위고비' 양강구도,https://n.news.naver.com/mnews/article/015/0005172057,세계
"[영상] '안들려' 표정지었던 푸틴, ""돈바스 넘겨라""…우크라·서방 폭발",https://n.news.naver.com/mnews/article/001/0015571864,세계
내일 트럼프 만나는 마크롱 佛대통령 ‘식스팩’ 딱 걸렸다,https://n.news.naver.com/mnews/article/016/0002515762,세계
"푸틴, '돈바스' 왜 그리 탐내나... ""전략적·상징적 요충지""",https://n.news.naver.com/mnews/article/469/0000882135,세계
중국 '초대형 수중드론' 열병식 연습에 등장,https://n.news.naver.com/mnews/article/422/0000771710,세계
"[영상] ""가자시티 장악 안돼! 전쟁 끝내라""…이스라엘 100만 총파업",https://n.news.naver.com/mnews/article/001/0015571789,세계
"中 초대형 무인잠수정들, 승전 80주년 열병식 연습서 '주목'(종합)",https://n.news.naver.com/mnews/article/001/0015571775,세계
[Why] “마블도 떠났다”… ‘제2의 할리우드’ 조지아가 몰락한 이유,https://n.news.naver.com/mnews/article/366/0001101042,세계
"""민스크협정도 우크라 못지켰다""…젤렌스키, 돈바스 포기 일축(종합)",https://n.news.naver.com/mnews/article/003/0013427767,세계
최근 월가에서 급등한 주식 뒤에는 ‘팔란티어 마피아’가 있다,https://n.news.naver.com/mnews/article/421/0008433718,세계
"[포착] 빛의 속도로 날아가 ‘쾅’…러, 중국산 레이저로 우크라 드론 요격",https://n.news.naver.com/mnews/article/081/0003566743,세계
4만명 참가 중국 사상 최대 열병식…20m 수중드론 첫선,https://n.news.naver.com/mnews/article/081/0003566742,세계
트럼프 뜬금포 네글자에 천하제일 해석대회…'Bela' 누구냐 넌,https://n.news.naver.com/mnews/article/421/0008433676,세계
"아프간 탈레반, 수자원 인프라 구축 속도…주변국 피해 우려",https://n.news.naver.com/mnews/article/001/0015571659,세계
日 무인기로 연안 방어…중국군 드론스웜 공격에 대비,https://n.news.naver.com/mnews/article/015/0005172010,세계
"이스라엘 2분기 1인당 GDP, 역대 최저…이란과 12일 전쟁 후폭풍",https://n.news.naver.com/mnews/article/028/0002761701,세계
동영상뉴스재생시간02:46,https://n.news.naver.com/mnews/article/056/0012010765,세계
"[여기는 키이우] 러, 우크라 도네츠크 집중 공습…젤렌스키 “유럽의 단결이 중요”",https://n.news.naver.com/mnews/article/056/0012010765,세계
이스라엘 가자시티 점령 두고 내부 갈등 심화…대규모 시위·총파업,https://n.news.naver.com/mnews/article/015/0005172004,세계
880t 중 0.9g 꺼냈는데 8조원 적자···도쿄전력은 왜 ‘2051년 폐로’ 고집하나[뉴스 깊이보기],https://n.news.naver.com/mnews/article/032/0003390196,세계
"우크라, 한국의 전철 밟나…“최악의 경우, 러시아 보호령 전락""",https://n.news.naver.com/mnews/article/018/0006092809,세계
"100년 걸린다는데…일본, '2051년 후쿠시마 원전 폐기' 고집 이유는",https://n.news.naver.com/mnews/article/055/0001284706,세계
"백악관고문 ""인도는 기회주의적…대우받으려면 행동부터 변해야""",https://n.news.naver.com/mnews/article/001/0015571584,세계
"'관세 책사' 나바로, '50% 관세' 인도에 ""러 석유 구매 중단해야""",https://n.news.naver.com/mnews/article/421/0008433585,세계
"美 관세 표적된 인도, 8년 만에 대규모 감세",https://n.news.naver.com/mnews/article/018/0006092799,세계
"러시아·우크라이나 전쟁, ‘한국식 결말’인가 러시아 점령인가",https://n.news.naver.com/mnews/article/032/0003390193,세계
"中 증시, 10년 만에 최고치...“리스크 프리미엄 낮아졌다”",https://n.news.naver.com/mnews/article/123/0002366121,세계
젤렌스키와 ‘백악관 담판’ 앞두고 답 정한 트럼프 “나토 가입 불가”,https://n.news.naver.com/mnews/article/025/0003462602,세계
‘日 2051년 후쿠시마원전 폐기’ 거짓말인 거 다 아는데…“손 못대”,https://n.news.naver.com/mnews/article/016/0002515697,세계
종전 열쇠 부상한 우크라 안전보장…‘나토 가입 대신할 만한 수준’ 시사,https://n.news.naver.com/mnews/article/028/0002761678,세계
"젤렌스키 美 도착…""신뢰할 만한 방식으로 전쟁 끝나길""",https://n.news.naver.com/mnews/article/079/0004056632,세계
'사자굴' 백악관 집결하는 유럽 정상…또 시험대 선 대서양동맹(종합),https://n.news.naver.com/mnews/article/001/0015571524,세계
중국 승전 80주년 열병식 연습서 초대형 무인잠수정 등장,https://n.news.naver.com/mnews/article/055/0001284702,세계
"코오롱베니트, AI 얼라이언스 참여사 노타와 영상 관제 'NVA' 프리패키지 출시",https://n.news.naver.com/mnews/article/003/0013427741,IT과학
"우정사업본부 ""李 대통령 취임 기념우표, 다음달 11일 발행""",https://n.news.naver.com/mnews/article/374/0000458101,IT과학
"한컴위드, 상반기 영업익 25억…전년比 749.9% 증가",https://n.news.naver.com/mnews/article/003/0013426235,IT과학
"위로보틱스, '손가락 관절' 자유자재 휴머노이드 로봇 공개 [영상]",https://n.news.naver.com/mnews/article/015/0005172068,IT과학
"AI 체질 개선 성과 ‘본격화’…SK AX, 제조 현장 혁신 ‘박차’",https://n.news.naver.com/mnews/article/016/0002515380,IT과학
"아이티센글로벌, 상반기 매출 2조9000억원 '사상 최대'…웹3·IT서비스 성장 견인",https://n.news.naver.com/mnews/article/030/0003341449,IT과학
"""입소를 환영한다 훈련병!""…넥슨 '서든어택 20주년' 팝업스토어 가보니",https://n.news.naver.com/mnews/article/092/0002386571,IT과학
RNA 조절로 노화 속도 제어···장수 유도 비밀 밝혔다,https://n.news.naver.com/mnews/article/018/0006092373,IT과학
UBCI 4.61% 하락…알트코인 7.85%↓,https://n.news.naver.com/mnews/hotissue/article/092/0002386583?type=series&cid=2002920,IT과학
업비트 지수 5.04% 상승…알트코인 지수 13.43% 급등,https://n.news.naver.com/mnews/hotissue/article/092/0002385659?type=series&cid=2002920,IT과학
UBCI 4.56% 하락...전략지수 대부분 부진,https://n.news.naver.com/mnews/hotissue/article/092/0002384722?type=series&cid=2002920,IT과학
업비트 지수 1.05 상승...비트코인-이더리움 이끌어,https://n.news.naver.com/mnews/hotissue/article/092/0002383871?type=series&cid=2002920,IT과학
"멀티모달과 옴니모달 AI, 뭐가 다를까?",https://n.news.naver.com/mnews/hotissue/article/138/0002202878?type=series&cid=1089194,IT과학
‘저궤도위성통신’ 각광받는 이유?...韓 상용화 ‘코앞’,https://n.news.naver.com/mnews/hotissue/article/138/0002200977?type=series&cid=1089194,IT과학
"신뢰 기반 인공지능의 지침서, 'AI-BOM'",https://n.news.naver.com/mnews/hotissue/article/138/0002200716?type=series&cid=1089194,IT과학
"AI 시대, ‘업링크’ 중요해진 이유…“눈·귀 달린 AI 감당할 준비”",https://n.news.naver.com/mnews/hotissue/article/138/0002200451?type=series&cid=1089194,IT과학
"""최고의 완성도에 집중한다"" 붉은사막 출시 미뤄진 이유",https://n.news.naver.com/mnews/article/018/0006092910,IT과학
"TSMC 해외 공장 성적표는 ‘극과 극’… 美는 애플 업고 훨훨, 日은 고객 없어 휘청",https://n.news.naver.com/mnews/article/366/0001101058,IT과학
'제2의 지브리' 열풍 기대 '나노바나나' 정식 출격하나,https://n.news.naver.com/mnews/article/018/0006092886,IT과학
"[AI는 지금] 매출 1조 공룡도 못하는 '이것'…AI 스타트업, 생존 열쇠는 '고객사 장악력'",https://n.news.naver.com/mnews/article/092/0002386612,IT과학
"아이티센, 사상 최대 반기 실적 달성",https://n.news.naver.com/mnews/article/029/0002976003,IT과학
"스테이블코인 공방…은행 ""발행요건 높여야"" vs 플랫폼 ""개방형 경쟁으로""",https://n.news.naver.com/mnews/article/092/0002386611,IT과학
"국가AI전략위원회 빨라야 내달 출범, 어떻게 바뀌나",https://n.news.naver.com/mnews/article/008/0005237362,IT과학
"“화재 위험 막아라” 배터리 3사, 'CI 슬러리' 적용 확대",https://n.news.naver.com/mnews/article/030/0003341579,IT과학
"컴투스 직원, 테스트용 아이템 빼돌려 판매… 해고 이후에도 불법 거래",https://n.news.naver.com/mnews/article/366/0001101048,IT과학
'케데헌' 대박에도 씁쓸한 소니?…1조 벌어도 받는 돈은 고작 '270억',https://n.news.naver.com/mnews/article/008/0005237354,IT과학
"한화솔루션, 정부 구조조정 앞두고 M&A 인력 충원 나서",https://n.news.naver.com/mnews/article/092/0002386608,IT과학
담뱃값 올려도 4개월이면 원위치…경고 그림도 효과 없다,https://n.news.naver.com/mnews/article/366/0001101046,IT과학
"""항생제 내성 슈퍼박테리아 출현 70여년전 예견됐다""",https://n.news.naver.com/mnews/article/584/0000033943,IT과학
노화 늦추고 수명 연장 단백질 비밀 밝혀지다,https://n.news.naver.com/mnews/article/029/0002975994,IT과학
"자폐 치료 새 열쇠, 장내 세균에서 발견",https://n.news.naver.com/mnews/article/366/0001101044,IT과학
"장현국 넥써쓰, 달러·원화 아우르는 단계적 스테이블코인 전략 제시",https://n.news.naver.com/mnews/article/092/0002386604,IT과학
TSMC '고가·프리미엄 동맹' vs 삼성 '저가+속도'…2나노 시장 정면승부 [소부장반차장],https://n.news.naver.com/mnews/article/138/0002202898,IT과학
"KT 노사, 기본급 3% 인상안 잠정 합의",https://n.news.naver.com/mnews/article/003/0013427740,IT과학
"""기업 원화 스테이블코인 발행·유통, 금산분리 아냐""",https://n.news.naver.com/mnews/article/092/0002386600,IT과학
"AMD, 2분기 서버용 CPU 점유율 27% 돌파",https://n.news.naver.com/mnews/article/092/0002386599,IT과학
반도체 관세 결정 초읽기…삼성·SK 추가 투자 나서나,https://n.news.naver.com/mnews/article/030/0003341550,IT과학
"금융위, 가상자산기본법 의원입법 추진..여야 ‘크립토 선점 경쟁’ [크립토브리핑]",https://n.news.naver.com/mnews/article/014/0005392976,IT과학
“지원 AI 모델만 42만 개··· 생태계에 대한 고민이 프렌들리AI의 시작”,https://n.news.naver.com/mnews/article/020/0003654844,IT과학
"KT노사, 임금 3% 인상에 일시금 300만원 지급 잠정합의",https://n.news.naver.com/mnews/article/421/0008433668,IT과학
"""갤럭시 샀더니 '틀딱' 취급""…1020 女 반응 폭발하더니 '반전'",https://n.news.naver.com/mnews/article/015/0005172014,IT과학
"반복된 코피, 이상신호였다…비강암 강아지, '냉동절제술'로 희망",https://n.news.naver.com/mnews/article/421/0008433648,IT과학
국내 소프트웨어 기업 상반기 실적 ‘상승’… AI·클라우드 신기술로 선방,https://n.news.naver.com/mnews/article/366/0001101033,IT과학
"자폐증, 유전적 요인 외에 ‘장내미생물’서 해결 열쇠 찾다",https://n.news.naver.com/mnews/article/029/0002975981,IT과학
"'AI 퍼스트' 외쳤다 낭패 본 美 기업, 싸늘한 여론에 CEO ""인력 대체 의미 아냐""",https://n.news.naver.com/mnews/article/092/0002386590,IT과학
"'미성년 관능 대화' 허용 메타, '위험 강제 차단' 앤스로픽 사이 AI 윤리 [윤민혁의 실리콘밸리View]",https://n.news.naver.com/mnews/article/011/0004522141,IT과학
테스트 아이템 불법 유출로 곤혹…위기관리 시험대 오른 컴투스,https://n.news.naver.com/mnews/article/015/0005171998,IT과학
"AI발 해고 칼바람 한창인데… 머스크·올트먼, ‘기본소득 도입’ 전망하는 이유는",https://n.news.naver.com/mnews/article/366/0001101030,IT과학
"KT노사, 임금 3% 인상안 잠정합의",https://n.news.naver.com/mnews/article/092/0002386588,IT과학
"AST스페이스모바일, 미국 이어 2026년 일본 진출... 한국은?",https://n.news.naver.com/mnews/article/030/0003341528,IT과학
이통3사 전체 인력 감축 기조에도 보안 담당자는 확대,https://n.news.naver.com/mnews/article/030/0003341524,IT과학
"“사람 손처럼 정밀하다”...위로보틱스, 범용 휴머노이드 ‘알렉스’ 최초 공개",https://n.news.naver.com/mnews/article/009/0005543045,IT과학
